index,label,mean_mse,max_mse,mean_cos,min_cos,num_masked_patches,anomaly_score
813,2,0.2695932984352112,0.828977108001709,0.846120297908783,0.5151534080505371,50,0.6994698226451874
722,1,0.2607678472995758,0.8465149998664856,0.85124272108078,0.5125820636749268,39,0.6989010751247406
1807,1,0.17568567395210266,1.0237895250320435,0.9005128741264343,0.4183793365955353,46,0.6975291490554809
582,3,0.24400410056114197,0.8575413823127747,0.8603965640068054,0.5068172812461853,40,0.6867351353168487
2092,1,0.18870751559734344,0.9718999862670898,0.8927809596061707,0.44322800636291504,41,0.6853794127702713
1133,1,0.25826478004455566,0.8209759593009949,0.8533250689506531,0.5299280285835266,41,0.6834202527999877
1101,8,0.22463983297348022,0.8827354907989502,0.8720352053642273,0.49490776658058167,29,0.6788040578365326
15,1,0.20192818343639374,0.9289589524269104,0.8854400515556335,0.47085362672805786,38,0.6778636544942855
1485,1,0.23016245663166046,0.8662069439888,0.8688408732414246,0.5022838115692139,35,0.676381841301918
1951,1,0.27314674854278564,0.7744031548500061,0.8451882004737854,0.5563676953315735,36,0.6758295059204101
1512,6,0.21545834839344025,0.8945558071136475,0.8772574663162231,0.4865051805973053,46,0.6750105053186417
1190,8,0.18843314051628113,0.9489492774009705,0.8930652141571045,0.45466646552085876,42,0.673601257801056
1878,2,0.16779114305973053,0.9908788204193115,0.9048725366592407,0.4325321316719055,41,0.6727432996034622
520,1,0.23588159680366516,0.8466649651527405,0.8653926849365234,0.5116572380065918,28,0.672674810886383
1751,2,0.2644135355949402,0.7798382639884949,0.8493170142173767,0.5523374080657959,37,0.6694009661674499
371,1,0.19105234742164612,0.9337809681892395,0.8915068507194519,0.46653318405151367,46,0.6687921464443207
512,6,0.2547226548194885,0.7966079711914062,0.8550663590431213,0.5409035682678223,43,0.6675200045108796
1415,7,0.2478305548429489,0.8082132339477539,0.8590578436851501,0.5362942218780518,34,0.6660313874483108
50,4,0.27130407094955444,0.7536658644676208,0.844626247882843,0.5679842829704285,20,0.6636743783950806
1363,1,0.17068439722061157,0.963397741317749,0.9032147526741028,0.44682931900024414,45,0.6620617926120758
766,1,0.23384684324264526,0.8254222869873047,0.866640567779541,0.5236400365829468,38,0.6598939299583435
662,0,0.21036577224731445,0.8582603335380554,0.8804340362548828,0.5096784830093384,32,0.6514525353908539
1215,1,0.19722798466682434,0.8860161304473877,0.8879671096801758,0.49344444274902344,37,0.6514393389225006
2033,6,0.23151497542858124,0.812347412109375,0.8677816390991211,0.5302726030349731,40,0.6509105175733566
545,2,0.2217569649219513,0.8308356404304504,0.8734064698219299,0.5226539969444275,37,0.6498341381549835
1081,1,0.21374790370464325,0.8461909890174866,0.8786160945892334,0.5129076838493347,34,0.6489817887544632
921,2,0.15731315314769745,0.9482900500297546,0.9106677174568176,0.4547581672668457,42,0.640391406416893
1794,2,0.19691526889801025,0.8606374859809875,0.8882895112037659,0.5081662535667419,28,0.6384050607681274
1955,0,0.21747438609600067,0.814911425113678,0.876417875289917,0.5345996618270874,38,0.637288311123848
1523,9,0.2954314351081848,0.6496690511703491,0.8312756419181824,0.627273440361023,34,0.6371383965015411
454,4,0.20431485772132874,0.8408308029174805,0.8841062784194946,0.5186699628829956,44,0.6363196313381195
264,9,0.23091787099838257,0.7836613655090332,0.8684066534042358,0.5474635362625122,35,0.6359078884124756
1783,7,0.2157764583826065,0.8104752898216248,0.876539409160614,0.5293693542480469,37,0.6333601623773575
1777,1,0.16312527656555176,0.9201286435127258,0.907450258731842,0.4734824299812317,53,0.6324445724487304
1712,3,0.19139361381530762,0.8602581024169922,0.8912755846977234,0.5062500834465027,37,0.6323951065540314
1014,2,0.1934393346309662,0.8433912396430969,0.889927327632904,0.5097528696060181,46,0.6261422216892243
1577,7,0.18367062509059906,0.8619245886802673,0.8958427309989929,0.5051358342170715,43,0.6250486463308335
1925,1,0.23561370372772217,0.7493966221809387,0.8655266761779785,0.5689823627471924,34,0.6237593472003937
220,2,0.22478646039962769,0.770943820476532,0.8718467950820923,0.5533846616744995,39,0.6230736911296845
713,1,0.24976426362991333,0.7065558433532715,0.858270525932312,0.601550817489624,37,0.6172151327133178
825,2,0.17890021204948425,0.8536086082458496,0.8983830213546753,0.5059053897857666,52,0.6158662140369415
1812,2,0.22423897683620453,0.7541210055351257,0.8722679018974304,0.5690892338752747,54,0.6140726894140244
1025,8,0.23502293229103088,0.7279701232910156,0.8656583428382874,0.580765962600708,37,0.61244215965271
1267,1,0.18659313023090363,0.8236252665519714,0.893815279006958,0.5266940593719482,48,0.6090242356061936
41,2,0.19521178305149078,0.802065372467041,0.8887434601783752,0.5337778329849243,39,0.6073701232671738
628,7,0.2093280553817749,0.7682125568389893,0.8806582093238831,0.5546514391899109,38,0.6053685128688813
1916,2,0.204122394323349,0.7779942154884338,0.8839080333709717,0.555616557598114,32,0.6047286987304688
486,2,0.2293749451637268,0.7223224639892578,0.8700212836265564,0.5921036005020142,30,0.6035340487957
667,1,0.2374844253063202,0.7026033401489258,0.8648867011070251,0.5945839881896973,28,0.6022974252700806
1694,6,0.19306206703186035,0.7953732013702393,0.8904069066047668,0.5405258536338806,41,0.6017079770565033
138,0,0.21003790199756622,0.7545650601387024,0.8806154727935791,0.5737475156784058,46,0.5992588847875595
112,1,0.15969820320606232,0.8606294989585876,0.909447431564331,0.5078796148300171,43,0.599068209528923
1930,1,0.219023197889328,0.7277273535728455,0.8754291534423828,0.58879154920578,38,0.5953439593315124
1570,4,0.16907382011413574,0.8333370089530945,0.9040603637695312,0.5215641856193542,53,0.5953362882137299
767,4,0.24562479555606842,0.6690271496772766,0.8598580360412598,0.6101794838905334,38,0.5941525667905807
394,6,0.22155672311782837,0.7171168923377991,0.87356036901474,0.5885336399078369,31,0.5927591323852539
111,1,0.24697905778884888,0.663324236869812,0.8598544597625732,0.6256791949272156,36,0.5926557302474975
463,2,0.24966511130332947,0.6567655205726624,0.8575504422187805,0.620039165019989,32,0.5922928273677825
1102,0,0.2185983657836914,0.7210996747016907,0.8753907084465027,0.5864414572715759,40,0.5916091322898864
803,1,0.1729905605316162,0.816721498966217,0.9018606543540955,0.5332642793655396,28,0.5911652445793152
87,2,0.18653737008571625,0.787288248538971,0.8936693668365479,0.5499320030212402,32,0.5908145576715469
489,2,0.2297288179397583,0.6954910755157471,0.8694713115692139,0.5989084839820862,31,0.5905272245407105
914,6,0.2364027053117752,0.6791980266571045,0.8656101226806641,0.6058053970336914,38,0.5894407063722611
216,6,0.2055770307779312,0.7420744895935059,0.8829406499862671,0.5738574266433716,42,0.5883202105760574
1858,4,0.19075842201709747,0.7734551429748535,0.892009437084198,0.5627038478851318,28,0.5882850497961044
1597,4,0.21460078656673431,0.7227525115013123,0.8782416582107544,0.5918334126472473,42,0.588152876496315
63,2,0.21594542264938354,0.7191572785377502,0.8771268129348755,0.5834429860115051,38,0.5878113806247711
1778,1,0.20656991004943848,0.7367417216300964,0.8824543356895447,0.5751312375068665,48,0.5866953372955322
510,0,0.2256513088941574,0.6962566375732422,0.871729850769043,0.606564998626709,37,0.5866066426038742
1991,3,0.21888382732868195,0.7101431488990784,0.8750301599502563,0.5893829464912415,36,0.5864523857831955
1438,2,0.2381991744041443,0.667670726776123,0.8644545078277588,0.6185774803161621,46,0.5855890870094299
560,2,0.22459642589092255,0.6956288814544678,0.8721995949745178,0.5989087820053101,31,0.5851909071207047
2022,2,0.18206249177455902,0.7851504683494568,0.8964787721633911,0.5496944189071655,36,0.5849898487329483
62,2,0.27272459864616394,0.5934960246086121,0.845114529132843,0.6647674441337585,38,0.5849611580371856
1927,2,0.18668371438980103,0.7731302380561829,0.8944618105888367,0.5631605982780457,30,0.5838026523590087
832,1,0.21088454127311707,0.7216687798500061,0.8805269002914429,0.5922320485115051,32,0.5836662411689758
1266,1,0.19887034595012665,0.7466190457344055,0.886933445930481,0.5732911825180054,46,0.5834865242242813
705,4,0.16419756412506104,0.8189138770103455,0.906582236289978,0.527172327041626,27,0.582996279001236
1478,4,0.24522894620895386,0.6467521786689758,0.860287070274353,0.6280041337013245,44,0.5825763285160065
1851,9,0.2560749650001526,0.6239029765129089,0.8546436429023743,0.6426054835319519,37,0.5825620889663696
1233,4,0.20812641084194183,0.7251543998718262,0.8815249800682068,0.5814018249511719,39,0.5825511127710342
1952,4,0.194217249751091,0.7543328404426575,0.8893561363220215,0.5647217035293579,48,0.5824480563402176
2001,7,0.19799506664276123,0.7433807253837585,0.8875902891159058,0.5800349712371826,40,0.5809264004230499
711,2,0.19558283686637878,0.7482132315635681,0.8889270424842834,0.5772134065628052,36,0.5807967483997345
1599,4,0.24949057400226593,0.6341654658317566,0.857940673828125,0.6350820660591125,40,0.5807792395353317
424,4,0.20193949341773987,0.7332820296287537,0.8852418661117554,0.585548996925354,38,0.5800563216209411
1876,4,0.16609174013137817,0.8086011409759521,0.9060952067375183,0.542855978012085,36,0.5797827899456024
332,0,0.18660996854305267,0.765003502368927,0.893900454044342,0.5616531372070312,28,0.579721674323082
1714,0,0.20360854268074036,0.7289089560508728,0.8839417099952698,0.5824918150901794,34,0.5796688497066498
1640,1,0.19513115286827087,0.745866060256958,0.8894913196563721,0.5786064267158508,53,0.5791150510311127
1056,2,0.2679935097694397,0.5910348296165466,0.8480228185653687,0.6615723371505737,37,0.5787086427211762
981,1,0.2163347601890564,0.7002159953117371,0.8774964809417725,0.6044939160346985,25,0.5786931097507477
893,1,0.18694202601909637,0.7613063454627991,0.8941603899002075,0.5699577331542969,53,0.5781791597604752
995,2,0.18369650840759277,0.7680044770240784,0.8953997492790222,0.5595667362213135,32,0.5781587719917297
710,1,0.196002796292305,0.7406880259513855,0.8888124823570251,0.5768750905990601,36,0.5774655610322952
672,0,0.1799430400133133,0.7719869017601013,0.8979892730712891,0.5637283325195312,34,0.576137563586235
236,2,0.2209412306547165,0.6813504099845886,0.873992919921875,0.6080799698829651,40,0.5742171436548233
581,2,0.19326837360858917,0.7388064861297607,0.8909892439842224,0.5824064016342163,26,0.5735726922750473
1455,4,0.2039867341518402,0.7145395278930664,0.8845744132995605,0.5963526964187622,25,0.5727990567684174
1621,0,0.22038498520851135,0.6780542731285095,0.8742594122886658,0.605535089969635,44,0.5719861805438995
715,1,0.2553940415382385,0.6038567423820496,0.8549396395683289,0.6539822220802307,22,0.5718284487724304
807,9,0.18211379647254944,0.7507457733154297,0.8964548707008362,0.5756588578224182,50,0.5678411960601807
1673,7,0.18033631145954132,0.753983736038208,0.8982232213020325,0.5738388299942017,26,0.567505857348442
249,0,0.2103162705898285,0.6891905665397644,0.8807900547981262,0.6106249094009399,30,0.566832548379898
72,0,0.21611067652702332,0.6755819916725159,0.8775410056114197,0.6188378930091858,29,0.5661475718021393
1938,1,0.19415657222270966,0.7209475636482239,0.8904573917388916,0.5928952693939209,24,0.5655846148729324
787,1,0.25668367743492126,0.5880792140960693,0.854262113571167,0.6630822420120239,41,0.5652970731258392
2105,1,0.19374702870845795,0.7198490500450134,0.8899596333503723,0.5841889977455139,36,0.5646755903959274
1031,1,0.19416819512844086,0.7168133854866028,0.8899064064025879,0.5951024293899536,31,0.5635842472314835
1209,8,0.18815097212791443,0.7261167168617249,0.8932914137840271,0.5896763801574707,32,0.5618801891803742
1337,4,0.2119397222995758,0.675661563873291,0.8800144791603088,0.6183140873908997,29,0.5617690563201905
570,1,0.21894043684005737,0.6607646942138672,0.8758325576782227,0.6266701221466064,36,0.5617395281791687
229,2,0.22033436596393585,0.6574637293815613,0.8746394515037537,0.6232649087905884,36,0.5616022855043411
1401,8,0.179933562874794,0.7391387820243835,0.8984378576278687,0.582463264465332,31,0.5596591681241989
1248,1,0.22171099483966827,0.6504549384117126,0.874448299407959,0.6324225664138794,34,0.5594936341047287
2165,2,0.2411976456642151,0.6086005568504333,0.86337810754776,0.6565457582473755,29,0.5591601133346558
965,2,0.17793326079845428,0.7415809631347656,0.899231493473053,0.5814828872680664,44,0.5588005930185318
362,6,0.249130517244339,0.5900383591651917,0.8583707213401794,0.6645728945732117,32,0.5583126246929169
1902,2,0.21741624176502228,0.6557647585868835,0.8766534328460693,0.6246258020401001,35,0.5576332777738571
1107,6,0.23629960417747498,0.6151637434959412,0.8656731247901917,0.6524329781532288,33,0.5573141634464264
1629,1,0.16717569530010223,0.7612278461456299,0.9051290154457092,0.5661044120788574,42,0.5572767168283462
225,1,0.20708414912223816,0.6744272708892822,0.8822082877159119,0.619599461555481,32,0.556076955795288
2005,6,0.17623873054981232,0.7383904457092285,0.9003804922103882,0.5827337503433228,38,0.5553959041833878
1572,0,0.21228131651878357,0.6620567440986633,0.8796083331108093,0.6206937432289124,34,0.5553488552570343
254,1,0.19414286315441132,0.699938952922821,0.8896099328994751,0.5999524593353271,44,0.5551513463258744
1848,1,0.22015380859375,0.6442504525184631,0.875338613986969,0.6364494562149048,39,0.5547451734542846
1164,6,0.2274535596370697,0.6284229159355164,0.8702504634857178,0.6375212073326111,44,0.5546399712562561
2014,8,0.22245019674301147,0.6381465196609497,0.8735028505325317,0.6395745277404785,36,0.5541731715202332
1206,4,0.20396797358989716,0.6758825778961182,0.8836850523948669,0.6099673509597778,26,0.5535407572984695
2127,2,0.21128369867801666,0.6604598760604858,0.8801654577255249,0.6270765662193298,43,0.5534970909357071
58,4,0.1799646019935608,0.7265117168426514,0.8978322148323059,0.5895986557006836,45,0.5534372389316559
860,6,0.20592324435710907,0.6684282422065735,0.8827037811279297,0.614616870880127,34,0.5518669873476029
1256,1,0.30499640107154846,0.4585113525390625,0.8265035152435303,0.7416639924049377,30,0.5516017258167267
345,9,0.16378594934940338,0.755140483379364,0.907263457775116,0.5733627676963806,40,0.5506298452615738
1579,2,0.20296937227249146,0.672157347202301,0.8852972984313965,0.6208239793777466,34,0.5505183160305023
53,6,0.21166196465492249,0.6526256203651428,0.8795461058616638,0.6229646801948547,38,0.5500201642513275
738,0,0.1707289218902588,0.7386977076530457,0.9034780263900757,0.5825837850570679,52,0.549729973077774
961,9,0.23290276527404785,0.6069716811180115,0.8668329119682312,0.6510821580886841,40,0.5497053146362305
1641,7,0.23402434587478638,0.6044206619262695,0.8674485683441162,0.6588845252990723,26,0.5494898200035095
1421,7,0.17924414575099945,0.7201054096221924,0.8986566066741943,0.5931271910667419,30,0.5494311898946762
1126,1,0.2402316778898239,0.5905607342720032,0.8631709814071655,0.6591554284095764,42,0.549194946885109
1735,1,0.16110891103744507,0.7573696970939636,0.9089381694793701,0.5720192193984985,26,0.5488999426364899
793,8,0.16445183753967285,0.750239908695221,0.9069380164146423,0.5763899087905884,45,0.5488779902458191
1253,0,0.1856827735900879,0.7046292424201965,0.8948323130607605,0.6019413471221924,36,0.5485141634941101
1189,1,0.20531314611434937,0.6623523831367493,0.883665919303894,0.626120388507843,39,0.5481227457523346
518,2,0.23219722509384155,0.6050488352775574,0.8684139847755432,0.6584932208061218,45,0.5478802442550659
497,6,0.2408038228750229,0.5863153338432312,0.8631834983825684,0.6686151027679443,38,0.5476431399583817
1323,2,0.2186203896999359,0.631851077079773,0.8753010034561157,0.6354827880859375,28,0.5470158278942108
845,1,0.20766249299049377,0.6550195813179016,0.8820888996124268,0.6301437020301819,31,0.5469633936882019
992,0,0.17402337491512299,0.72621089220047,0.9016808867454529,0.5896536707878113,38,0.5469607323408127
1604,7,0.19954630732536316,0.6720309853553772,0.8869354128837585,0.6203758120536804,36,0.5468682587146759
967,2,0.17129676043987274,0.7312712073326111,0.9029891490936279,0.5871925354003906,49,0.5466334491968154
721,1,0.20288535952568054,0.6644527316093445,0.8850785493850708,0.6252474784851074,35,0.5466038703918457
2016,1,0.16110557317733765,0.7527647614479065,0.9088930487632751,0.5746915936470032,43,0.5465986490249634
1501,1,0.22199051082134247,0.6240279674530029,0.8740649223327637,0.6428207159042358,34,0.5465980023145676
166,4,0.22219149768352509,0.6226621270179749,0.8737329840660095,0.648255467414856,30,0.5461492627859116
1165,2,0.16198672354221344,0.7499454021453857,0.9084258675575256,0.5765078067779541,44,0.5461168378591538
1392,3,0.1855553239583969,0.6965819001197815,0.8945346474647522,0.5969778895378113,52,0.5443928092718124
1717,8,0.2540208399295807,0.5510079860687256,0.8558050990104675,0.6845302581787109,40,0.5439443230628968
1740,1,0.1651945412158966,0.7379773259162903,0.9066118001937866,0.5832406282424927,40,0.5435220241546631
1156,9,0.25065043568611145,0.553521454334259,0.8573567271232605,0.6777604818344116,28,0.5416754901409149
1752,2,0.16278085112571716,0.7382381558418274,0.907639741897583,0.5776775479316711,32,0.5411359548568726
438,8,0.19617407023906708,0.6674239635467529,0.8888424634933472,0.6228057742118835,45,0.5410018056631088
942,2,0.16774582862854004,0.727529764175415,0.9053153991699219,0.5890419483184814,45,0.5409791707992554
2051,0,0.20232528448104858,0.6541005373001099,0.8853750228881836,0.6309178471565247,26,0.5408380508422852
557,2,0.22136761248111725,0.6130351424217224,0.8743769526481628,0.6493697166442871,42,0.5404474884271622
604,1,0.1876787543296814,0.6833989024162292,0.8937667608261108,0.6140950918197632,34,0.540001529455185
399,0,0.20281459391117096,0.651223361492157,0.8846782445907593,0.6277466416358948,22,0.5399584501981736
1412,4,0.1562170386314392,0.7496082782745361,0.9116898775100708,0.5764243602752686,30,0.5398521900177002
1527,1,0.2065255343914032,0.6430692076683044,0.8830428719520569,0.6367897391319275,39,0.5397558510303497
23,0,0.2166517674922943,0.6212553381919861,0.8769099712371826,0.6444895267486572,38,0.5395884394645691
90,4,0.20029515027999878,0.6556025147438049,0.886310875415802,0.6294423341751099,36,0.539465320110321
834,4,0.16358819603919983,0.7327532768249512,0.9074921011924744,0.5858404636383057,36,0.539215624332428
1147,0,0.18572267889976501,0.68533855676651,0.8945723176002502,0.606564998626709,32,0.538934725522995
1976,8,0.1749829351902008,0.7067760825157166,0.9010782241821289,0.6007112264633179,32,0.5382631540298461
1609,0,0.20559483766555786,0.6417514085769653,0.8830710649490356,0.6306787133216858,42,0.5381634354591369
1306,1,0.1928170770406723,0.6653344035148621,0.8909643292427063,0.6243093013763428,33,0.5363878458738327
792,1,0.21768875420093536,0.6120267510414124,0.876712441444397,0.6548298597335815,44,0.5360308855772018
1424,2,0.258386492729187,0.5242457389831543,0.8528508543968201,0.6998988389968872,22,0.5352242767810822
1901,1,0.15195538103580475,0.7490467429161072,0.9140090942382812,0.5769287347793579,50,0.5350778430700303
480,8,0.18955184519290924,0.6679293513298035,0.8926394581794739,0.6227820515632629,48,0.5342525750398636
1112,1,0.16950145363807678,0.7100620865821838,0.9038195610046387,0.5987958312034607,42,0.5341505408287048
750,8,0.20694562792778015,0.6306392550468445,0.8820668458938599,0.6389067769050598,38,0.5340585708618164
319,0,0.18503236770629883,0.6760898232460022,0.8950865268707275,0.6180689334869385,44,0.5335686266422272
531,7,0.1579091101884842,0.733363687992096,0.9109531044960022,0.585904061794281,33,0.533495643734932
1905,0,0.158089742064476,0.7327413558959961,0.9108302593231201,0.5860394239425659,36,0.533377394080162
466,2,0.20855896174907684,0.6254900097846985,0.8812878131866455,0.6362214684486389,27,0.5331751853227615
1973,2,0.16440469026565552,0.7174355387687683,0.9069084525108337,0.5888748168945312,32,0.5324316143989563
1594,9,0.21091465651988983,0.617315948009491,0.8803678750991821,0.6455898284912109,40,0.5315358430147171
562,3,0.18280422687530518,0.6760227084159851,0.8967678546905518,0.6183062791824341,38,0.5311387956142426
764,1,0.18893080949783325,0.6627283096313477,0.893161416053772,0.6257135272026062,25,0.5309788227081299
2073,1,0.18239550292491913,0.6763110160827637,0.896775484085083,0.617969274520874,38,0.5308734625577927
970,2,0.14861933887004852,0.7475690245628357,0.9158408641815186,0.5775279402732849,30,0.5308197647333145
1504,2,0.2327202707529068,0.5697070956230164,0.8677764534950256,0.6737957000732422,36,0.5307961732149125
1360,7,0.2373785525560379,0.5595089793205261,0.86492520570755,0.6841826438903809,40,0.530640521645546
1137,1,0.15768788754940033,0.7273579239845276,0.9110381603240967,0.5892118215560913,36,0.5302630335092544
1423,2,0.20528535544872284,0.6255045533180237,0.8837106227874756,0.6447079181671143,48,0.5296665698289871
167,1,0.15182264149188995,0.7382547855377197,0.9142106175422668,0.5829365849494934,41,0.5295289725065231
755,3,0.17043644189834595,0.6982918381690979,0.9036558866500854,0.605520486831665,27,0.5292167723178863
2089,2,0.20837688446044922,0.6172426342964172,0.8819334506988525,0.6517347097396851,50,0.5288048565387726
703,7,0.19312240183353424,0.6495110392570496,0.890777051448822,0.6331895589828491,43,0.5288002163171768
99,0,0.16876555979251862,0.7007060050964355,0.904626190662384,0.6041262149810791,40,0.5286559432744979
709,0,0.21118290722370148,0.6109032034873962,0.8800501227378845,0.6551504135131836,36,0.5286294966936111
1781,0,0.16898231208324432,0.700139582157135,0.904415488243103,0.6047026515007019,35,0.5286105543375015
1758,1,0.17910048365592957,0.6776623725891113,0.8986231684684753,0.6171795129776001,42,0.5280693531036377
1184,6,0.2110898792743683,0.6074517369270325,0.8799257278442383,0.647358775138855,28,0.5268231749534606
1015,1,0.17126548290252686,0.690176784992218,0.9031181335449219,0.6102980375289917,45,0.5260420620441437
1046,0,0.18399696052074432,0.663235068321228,0.8958679437637329,0.6254657506942749,34,0.526027700304985
1148,4,0.16032662987709045,0.711831271648407,0.9094986915588379,0.597797691822052,37,0.5252923965454102
11,2,0.15353341400623322,0.7258597016334534,0.9133479595184326,0.5900424122810364,36,0.5251284688711166
412,1,0.17119166254997253,0.6877867579460144,0.9028475880622864,0.6069263219833374,31,0.524800282716751
2,1,0.16364622116088867,0.7037997245788574,0.9074962735176086,0.602508008480072,32,0.5247964560985565
1,6,0.14596311748027802,0.7409319877624512,0.9175743460655212,0.5811489224433899,49,0.5246716767549515
1488,1,0.20080694556236267,0.6247972846031189,0.8863421082496643,0.6472237706184387,31,0.5245713770389557
1974,2,0.14220185577869415,0.7481105327606201,0.919670581817627,0.5775538682937622,38,0.5242900639772415
321,2,0.16509485244750977,0.6996598839759827,0.9066181182861328,0.6047846078872681,32,0.5242629826068879
2002,1,0.1983822137117386,0.6277614235877991,0.8873475790023804,0.640353798866272,40,0.5235281676054001
1252,1,0.2025168538093567,0.6187236905097961,0.884659469127655,0.6427842974662781,42,0.5234127521514893
1263,0,0.13609811663627625,0.7582228779792786,0.9232302904129028,0.571566104888916,35,0.5228865265846252
683,0,0.17593508958816528,0.6724153161048889,0.8997712135314941,0.608910322189331,38,0.5221656262874603
444,1,0.1927584707736969,0.6363084316253662,0.890857994556427,0.6408618092536926,32,0.5218268871307373
139,1,0.16694028675556183,0.6895074844360352,0.9050419330596924,0.605087399482727,44,0.5211898356676101
1558,2,0.1560170203447342,0.7118238806724548,0.9116097688674927,0.598212718963623,37,0.5207679837942123
2010,6,0.2226247787475586,0.5706151127815247,0.87364262342453,0.6777299642562866,40,0.5205680727958679
1801,1,0.1407284438610077,0.7436476349830627,0.9205546975135803,0.5797853469848633,46,0.520496791601181
781,2,0.1653490513563156,0.6901087760925293,0.9062978625297546,0.6101254820823669,32,0.5197736531496048
215,8,0.23187698423862457,0.5488361716270447,0.8686858415603638,0.6859880089759827,33,0.5194264858961105
500,1,0.18448959290981293,0.6487826704978943,0.8955469131469727,0.6340499520301819,36,0.5193262368440628
342,0,0.1909582018852234,0.6348269581794739,0.8916041254997253,0.6415281295776367,43,0.5192112684249878
1939,9,0.17929396033287048,0.658775269985199,0.8988092541694641,0.6277567744255066,30,0.5188006699085236
1580,2,0.16781583428382874,0.6821931004524231,0.905154824256897,0.6149486899375916,52,0.5183969020843506
806,8,0.1425115168094635,0.7340173721313477,0.9194406270980835,0.5852744579315186,37,0.5175761401653289
119,2,0.21576985716819763,0.57854825258255,0.8772952556610107,0.6689620018005371,26,0.5173144578933716
905,1,0.19253195822238922,0.6276683807373047,0.8908113241195679,0.6456680297851562,28,0.5172850161790847
1837,0,0.15755626559257507,0.700286865234375,0.9109734892845154,0.6043450236320496,34,0.516602349281311
351,0,0.237423837184906,0.5312334895133972,0.865418016910553,0.6960338354110718,49,0.5164987802505493
483,1,0.1695031076669693,0.6739489436149597,0.9041833877563477,0.6191833019256592,28,0.5160592406988144
384,1,0.18647201359272003,0.6374823451042175,0.8944997191429138,0.6404361128807068,32,0.5157632142305374
92,2,0.20866525173187256,0.5903074145317078,0.8812125325202942,0.6618878245353699,40,0.5156977057456971
331,1,0.19814489781856537,0.6126618385314941,0.8878101110458374,0.6542145013809204,33,0.5156948059797287
416,1,0.15118272602558136,0.7117235064506531,0.9146826267242432,0.5980418920516968,36,0.5155762165784836
1409,8,0.15765586495399475,0.6979507803916931,0.9109645485877991,0.6058635711669922,32,0.5155348002910614
1817,8,0.17307624220848083,0.6640576720237732,0.9018446803092957,0.6252496242523193,41,0.5149206101894379
337,1,0.1404305249452591,0.7330525517463684,0.9208190441131592,0.5858548283576965,37,0.5148748964071274
1494,2,0.16610369086265564,0.6785750985145569,0.9059150218963623,0.6130918264389038,36,0.5147997379302979
